text,label,label_name
"Powershell was used to delete files or directories 3 Low Powershell was used to delete files or directories 92021 sysmon sysmon_eid1_detections windows windows_eventchannel Win11Client powershell.exe  iwr -URI https://raw.githubusercontent.com/redcanaryco/atomic-red-team/master/LICENSE.txt -Outfile C:\\Users\\snell\\AppData\\Local\\Temp\\Atomic-license.txt \""cmd.exe\"" /c powershell.exe iwr -URI https://raw.githubusercontent.com/redcanaryco/atomic-red-team/master/LICENSE.txt -Outfile %temp%\\Atomic-license.txt C:\\Windows\\System32\\WindowsPowerShell\\v1.0\\powershell.exe C:\\Windows\\System32\\cmd.exe SOCLAB\\snell ""Process Create:
RuleName: technique_id=T1059,technique_name=Command-Line Interface
UtcTime: 2025-07-04 21:50:32.712
ProcessGuid: {ff3427f9-4ca8-6868-4606-000000001400}
ProcessId: 8368
Image: C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe
FileVersion: 10.0.26100.3323 (WinBuild.160101.0800)
Description: Windows PowerShell
Product: Microsoft® Windows® Operating System
Company: Microsoft Corporation
OriginalFileName: PowerShell.EXE
CommandLine: powershell.exe  iwr -URI https://raw.githubusercontent.com/redcanaryco/atomic-red-team/master/LICENSE.txt -Outfile C:\Users\snell\AppData\Local\Temp\Atomic-license.txt
CurrentDirectory: C:\Users\snell\AppData\Local\Temp\
User: SOCLAB\snell
LogonGuid: {ff3427f9-1e7f-6868-f045-0a0000000000}
LogonId: 0xA45F0
TerminalSessionId: 1
IntegrityLevel: High
Hashes: SHA1=8B595BBBF8695CE90EEEA612B440ECC79ACC6C5D,MD5=BD542C1197F3B5217B5C5B5C4A25BD0C,SHA256=75F490D70F821AFBBBB28D8AE45FA712C0EF39F73832AF5FF0DF284BEB22A9FC,IMPHASH=AFACF6DC9041114B198160AAB4D0AE77
ParentProcessGuid: {ff3427f9-4ca8-6868-4406-000000001400}
ParentProcessId: 3544
ParentImage: C:\Windows\System32\cmd.exe
ParentCommandLine: ""cmd.exe"" /c powershell.exe iwr -URI https://raw.githubusercontent.com/redcanaryco/atomic-red-team/master/LICENSE.txt -Outfile %temp%\Atomic-license.txt
ParentUser: SOCLAB\snell"" INFORMATION Microsoft-Windows-Sysmon Microsoft-Windows-Sysmon/Operational EventChannel",1,TP
"Windows command prompt started by an abnormal process 4 Low Windows command prompt started by an abnormal process 92052 sysmon sysmon_eid1_detections windows windows_eventchannel WinSrv2019 C:\\Windows\\system32\\cmd.exe /d /c C:\\Windows\\system32\\silcollector.cmd configure C:\\Windows\\system32\\svchost.exe -k netsvcs -p C:\\Windows\\System32\\cmd.exe C:\\Windows\\System32\\svchost.exe NT AUTHORITY\\SYSTEM ""Process Create:
RuleName: technique_id=T1059,technique_name=Command-Line Interface
UtcTime: 2025-07-03 08:07:35.447
ProcessGuid: {6a97c67b-3a47-6866-c300-000000000a00}
ProcessId: 3560
Image: C:\Windows\System32\cmd.exe
FileVersion: 10.0.17763.1697 (WinBuild.160101.0800)
Description: Windows Command Processor
Product: Microsoft® Windows® Operating System
Company: Microsoft Corporation
OriginalFileName: Cmd.Exe
CommandLine: C:\Windows\system32\cmd.exe /d /c C:\Windows\system32\silcollector.cmd configure
CurrentDirectory: C:\Windows\system32\
User: NT AUTHORITY\SYSTEM
LogonGuid: {6a97c67b-3a07-6866-e703-000000000000}
LogonId: 0x3E7
TerminalSessionId: 0
IntegrityLevel: System
Hashes: SHA1=DED8FD7F36417F66EB6ADA10E0C0D7C0022986E9,MD5=911D039E71583A07320B32BDE22F8E22,SHA256=BC866CFCDDA37E24DC2634DC282C7A0E6F55209DA17A8FA105B07414C0E7C527,IMPHASH=272245E2988E1E430500B852C4FB5E18
ParentProcessGuid: {6a97c67b-3a0a-6866-1900-000000000a00}
ParentProcessId: 1244
ParentImage: C:\Windows\System32\svchost.exe
ParentCommandLine: C:\Windows\system32\svchost.exe -k netsvcs -p
ParentUser: NT AUTHORITY\SYSTEM"" INFORMATION Microsoft-Windows-Sysmon Microsoft-Windows-Sysmon/Operational EventChannel",0,FP
"Possible abuse of Windows admin shares by binary dropped in Windows root folder by system process 6 Low Possible abuse of Windows admin shares by binary dropped in Windows root folder by system process 92218 sysmon sysmon_eid11_detections windows windows_eventchannel Win11Client System C:\\Windows\\UbntCfHC.exe NT AUTHORITY\\SYSTEM ""File created:
RuleName: -
UtcTime: 2025-07-06 12:18:13.254
ProcessGuid: {ff3427f9-51d0-686a-eb03-000000000000}
ProcessId: 4
Image: System
TargetFilename: C:\Windows\UbntCfHC.exe
CreationUtcTime: 2025-07-06 12:18:13.254
User: NT AUTHORITY\SYSTEM"" INFORMATION Microsoft-Windows-Sysmon Microsoft-Windows-Sysmon/Operational EventChannel",1,TP
"Executable dropped in Windows root folder 6 Low Executable dropped in Windows root folder 92217 sysmon sysmon_eid11_detections windows windows_eventchannel Win11Client C:\\Windows\\Microsoft.NET\\Framework64\\v4.0.30319\\mscorsvw.exe C:\\Windows\\assembly\\NativeImages_v4.0.30319_64\\Temp\\261c-0\\Microsoft.Security.ApplicationId.Wizards.AutomaticRuleGenerationWizard.dll NT AUTHORITY\\SYSTEM ""File created:
RuleName: technique_id=T1047,technique_name=File System Permissions Weakness
UtcTime: 2025-06-29 12:17:31.915
ProcessGuid: {ff3427f9-2edb-6861-3803-000000001000}
ProcessId: 9756
Image: C:\Windows\Microsoft.NET\Framework64\v4.0.30319\mscorsvw.exe
TargetFilename: C:\Windows\assembly\NativeImages_v4.0.30319_64\Temp\261c-0\Microsoft.Security.ApplicationId.Wizards.AutomaticRuleGenerationWizard.dll
CreationUtcTime: 2025-06-29 12:17:31.915
User: NT AUTHORITY\SYSTEM"" INFORMATION Microsoft-Windows-Sysmon Microsoft-Windows-Sysmon/Operational EventChannel",0,FP
"Suspicious Windows cmd shell execution 3 Low Suspicious Windows cmd shell execution 92032 sysmon sysmon_eid1_detections windows windows_eventchannel Win11Client powershell.exe  -e  JgAgACgAZwBjAG0AIAAoACcAaQBlAHsAMAB9ACcAIAAtAGYAIAAnAHgAJwApACkAIAAoACIAVwByACIAKwAiAGkAdAAiACsAIgBlAC0ASAAiACsAIgBvAHMAdAAgACcASAAiACsAIgBlAGwAIgArACIAbABvACwAIABmAHIAIgArACIAbwBtACAAUAAiACsAIgBvAHcAIgArACIAZQByAFMAIgArACIAaAAiACsAIgBlAGwAbAAhACcAIgApAA== \""cmd.exe\"" /c powershell.exe -e  JgAgACgAZwBjAG0AIAAoACcAaQBlAHsAMAB9ACcAIAAtAGYAIAAnAHgAJwApACkAIAAoACIAVwByACIAKwAiAGkAdAAiACsAIgBlAC0ASAAiACsAIgBvAHMAdAAgACcASAAiACsAIgBlAGwAIgArACIAbABvACwAIABmAHIAIgArACIAbwBtACAAUAAiACsAIgBvAHcAIgArACIAZQByAFMAIgArACIAaAAiACsAIgBlAGwAbAAhACcAIgApAA== C:\\Windows\\System32\\WindowsPowerShell\\v1.0\\powershell.exe C:\\Windows\\System32\\cmd.exe SOCLAB\\snell ""Process Create:
RuleName: technique_id=T1059,technique_name=Command-Line Interface
UtcTime: 2025-07-04 20:24:42.384
ProcessGuid: {ff3427f9-388a-6868-1903-000000001400}
ProcessId: 4576
Image: C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe
FileVersion: 10.0.26100.3323 (WinBuild.160101.0800)
Description: Windows PowerShell
Product: Microsoft® Windows® Operating System
Company: Microsoft Corporation
OriginalFileName: PowerShell.EXE
CommandLine: powershell.exe  -e  JgAgACgAZwBjAG0AIAAoACcAaQBlAHsAMAB9ACcAIAAtAGYAIAAnAHgAJwApACkAIAAoACIAVwByACIAKwAiAGkAdAAiACsAIgBlAC0ASAAiACsAIgBvAHMAdAAgACcASAAiACsAIgBlAGwAIgArACIAbABvACwAIABmAHIAIgArACIAbwBtACAAUAAiACsAIgBvAHcAIgArACIAZQByAFMAIgArACIAaAAiACsAIgBlAGwAbAAhACcAIgApAA==
CurrentDirectory: C:\Users\snell\AppData\Local\Temp\
User: SOCLAB\snell
LogonGuid: {ff3427f9-1e7f-6868-f045-0a0000000000}
LogonId: 0xA45F0
TerminalSessionId: 1
IntegrityLevel: High
Hashes: SHA1=8B595BBBF8695CE90EEEA612B440ECC79ACC6C5D,MD5=BD542C1197F3B5217B5C5B5C4A25BD0C,SHA256=75F490D70F821AFBBBB28D8AE45FA712C0EF39F73832AF5FF0DF284BEB22A9FC,IMPHASH=AFACF6DC9041114B198160AAB4D0AE77
ParentProcessGuid: {ff3427f9-388a-6868-1703-000000001400}
ParentProcessId: 8636
ParentImage: C:\Windows\System32\cmd.exe
ParentCommandLine: ""cmd.exe"" /c powershell.exe -e  JgAgACgAZwBjAG0AIAAoACcAaQBlAHsAMAB9ACcAIAAtAGYAIAAnAHgAJwApACkAIAAoACIAVwByACIAKwAiAGkAdAAiACsAIgBlAC0ASAAiACsAIgBvAHMAdAAgACcASAAiACsAIgBlAGwAIgArACIAbABvACwAIABmAHIAIgArACIAbwBtACAAUAAiACsAIgBvAHcAIgArACIAZQByAFMAIgArACIAaAAiACsAIgBlAGwAbAAhACcAIgApAA==
ParentUser: SOCLAB\snell"" INFORMATION Microsoft-Windows-Sysmon Microsoft-Windows-Sysmon/Operational EventChannel",1,TP
"Windows command prompt started by an abnormal process 4 Low Windows command prompt started by an abnormal process 92052 sysmon sysmon_eid1_detections windows windows_eventchannel Win11Client \""cmd.exe\"" /c nltest /domain_trusts &amp; nltest /trusted_domains \""C:\\Windows\\System32\\WindowsPowerShell\\v1.0\\powershell.exe\"" C:\\Windows\\System32\\cmd.exe C:\\Windows\\System32\\WindowsPowerShell\\v1.0\\powershell.exe SOCLAB\\snell ""Process Create:
RuleName: technique_id=T1059,technique_name=Command-Line Interface
UtcTime: 2025-07-06 10:52:41.526
ProcessGuid: {ff3427f9-5579-686a-8301-000000001600}
ProcessId: 7804
Image: C:\Windows\System32\cmd.exe
FileVersion: 10.0.26100.4202 (WinBuild.160101.0800)
Description: Windows Command Processor
Product: Microsoft® Windows® Operating System
Company: Microsoft Corporation
OriginalFileName: Cmd.Exe
CommandLine: ""cmd.exe"" /c nltest /domain_trusts & nltest /trusted_domains
CurrentDirectory: C:\Users\snell\AppData\Local\Temp\
User: SOCLAB\snell
LogonGuid: {ff3427f9-54be-686a-f173-470000000000}
LogonId: 0x4773F1
TerminalSessionId: 1
IntegrityLevel: High
Hashes: SHA1=09C438B2B740E73B9BCBA70AF4B8CC10A31B4EEE,MD5=59A3F41DD84517FCF809BD65FFF5E721,SHA256=AE4943E5F3F763688E10601F090B4CAE3CE19F0B427007884B40D27D7FB9274D,IMPHASH=ED799256EDA047E9421AD70A5FE3ACD6
ParentProcessGuid: {ff3427f9-554a-686a-6001-000000001600}
ParentProcessId: 4180
ParentImage: C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe
ParentCommandLine: ""C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe"" 
ParentUser: SOCLAB\snell"" INFORMATION Microsoft-Windows-Sysmon Microsoft-Windows-Sysmon/Operational EventChannel",1,TP
Successful sudo to ROOT executed. 3 Low Successful sudo to ROOT executed. 5402 syslog sudo sudo wazuh-server Jul 04 18:54:41 wazuh-server sudo[4803]: wazuh-user : TTY=pts/0 ; PWD=/home/wazuh-user ; USER=root ; COMMAND=/usr/bin/su journald,0,FP
"Powershell script used ""Invoke-command"" cmdlet to execute sub script 12 High Powershell script used ""Invoke-command"" cmdlet to execute sub script 91822 windows  powershell windows_eventchannel Win11Client ""Creating Scriptblock text (1 of 1):
function Invoke-ExecuteCommand ($finalCommand, $executor, $executionPlatform, $TimeoutSeconds, $session = $null, $interactive) {
    $null = @(
        if ($null -eq $finalCommand) { return 0 }
        $finalCommand = $finalCommand.trim()
        Write-Verbose -Message 'Invoking Atomic Tests using defined executor'
        if ($executor -eq ""command_prompt"" -or $executor -eq ""sh"" -or $executor -eq ""bash"") {
            $execPrefix = ""-c""
            $execExe = $executor
            if ($executor -eq ""command_prompt"") {
                $execPrefix = ""/c"";
                $execExe = ""cmd.exe"";
                $execCommand = $finalCommand -replace ""`n"", "" & ""
                $arguments = $execPrefix, ""$execCommand""
            }
            else {
                $finalCommand = $finalCommand -replace ""[\\](?!;)"", ""`\$&""
                $finalCommand = $finalCommand -replace ""[`""]"", ""`\$&""
                $execCommand = $finalCommand -replace ""(?<!;)\n"", ""; ""
                $arguments = ""$execPrefix `""$execCommand`""""

            }
        }
        elseif ($executor -eq ""powershell"") {
            $execCommand = $finalCommand -replace ""`"""", ""`\`""`""""
            if ($session) {
                if ($executionPlatform -eq ""windows"") {
                    $execExe = ""powershell.exe""
                }
                else {
                    $execExe = ""pwsh""
                }
            }
            else {
                $execExe = ""powershell.exe""; if ($IsLinux -or $IsMacOS) { $execExe = ""pwsh"" }
            }
            if ($execExe -eq ""pwsh"") {
                $arguments = ""-Command $execCommand""
            }
            else {
                $arguments = ""& {$execCommand}""
            }
        }
        else {
            Write-Warning -Message ""Unable to generate or execute the command line properly. Unknown executor""
            return [PSCustomObject]@{
                StandardOutput = """"
                ErrorOutput    = """"
                ExitCode       = -1
                IsTimeOut      = $false
            }
        }

        # Write-Host -ForegroundColor Magenta ""$execExe $arguments""
        if ($session) {
            $scriptParentPath = Split-Path $import -Parent
            $publicPath = Join-Path (Split-Path $scriptParentPath -Parent) ""Public""
            $fp = Join-Path $scriptParentPath ""Invoke-Process.ps1""
            $fp2 = Join-Path $publicPath ""Invoke-KillProcessTree.ps1""
            invoke-command -Session $session -FilePath $fp
            invoke-command -Session $session -FilePath $fp2
            $res = invoke-command -Session $session -ScriptBlock { Invoke-Process -filename $Using:execExe -Arguments $Using:arguments -TimeoutSeconds $Using:TimeoutSeconds -stdoutFile ""art-out.txt"" -stderrFile ""art-err.txt"" }
        }
        else {
            if ($interactive) {
                # This use case is: Local execution of tests that contain interactive prompts
                #   In this situation, let the stdout/stderr flow to the console
                $res = Invoke-Process -filename $execExe -Arguments $arguments -TimeoutSeconds $TimeoutSeconds
            }
            else {
                # Local execution that DO NOT contain interactive prompts
                #   In this situation, capture the stdout/stderr for Invoke-AtomicTest to send to the caller
                $res = Invoke-Process -filename $execExe -Arguments $arguments -TimeoutSeconds $TimeoutSeconds -stdoutFile ""art-out.txt"" -stderrFile ""art-err.txt""
            }
        }
    )
    $res
}


ScriptBlock ID: 1e36dd25-eac3-4ad6-8657-b58ed5423be7
Path: C:\AtomicRedTeam\invoke-atomicredteam\Private\Invoke-ExecuteCommand.ps1"" VERBOSE Microsoft-Windows-PowerShell Microsoft-Windows-PowerShell/Operational EventChannel",1,TP
"Executable file dropped in folder commonly used by malware 15 Critical Executable file dropped in folder commonly used by malware 92213 sysmon sysmon_eid11_detections windows windows_eventchannel Win11Client C:\\WINDOWS\\system32\\wsmprovhost.exe C:\\Users\\vboxuser.SOCLAB\\AppData\\Local\\Temp\\__PSScriptPolicyTest_bjz4zpu1.1mi.ps1 SOCLAB\\vboxuser ""File created:
RuleName: technique_id=T1059.001,technique_name=PowerShell
UtcTime: 2025-07-04 10:01:44.173
ProcessGuid: {ff3427f9-a687-6867-1b07-000000001200}
ProcessId: 5228
Image: C:\WINDOWS\system32\wsmprovhost.exe
TargetFilename: C:\Users\vboxuser.SOCLAB\AppData\Local\Temp\__PSScriptPolicyTest_bjz4zpu1.1mi.ps1
CreationUtcTime: 2025-07-04 10:01:44.173
User: SOCLAB\vboxuser"" INFORMATION Microsoft-Windows-Sysmon Microsoft-Windows-Sysmon/Operational EventChannel",0,FP
"New Windows Service Created to start from windows root path. Suspicious event as the binary may have been dropped using Windows Admin Shares. 12 High New Windows Service Created to start from windows root path. Suspicious event as the binary may have been dropped using Windows Admin Shares. 92650 win_evt_channel windows windows_eventchannel Win11Client ""A service was installed in the system.

Service Name:  PSEXESVC
Service File Name:  %SystemRoot%\PSEXESVC.exe
Service Type:  user mode service
Service Start Type:  demand start
Service Account:  LocalSystem"" INFORMATION Service Control Manager System EventChannel",1,TP
"Suspicious Windows cmd shell execution 3 Low Suspicious Windows cmd shell execution 92032 sysmon sysmon_eid1_detections windows windows_eventchannel Win11Client cmd.exe  /C whoami \""cmd.exe\"" /c cmd.exe /C whoami &amp; wmic useraccount get /ALL &amp; quser /SERVER:\""localhost\"" &amp; quser &amp; qwinsta.exe /server:localhost &amp; qwinsta.exe &amp; for /F \""tokens=1,2\"" %i in ('qwinsta /server:localhost ^| findstr \""Active Disc\""') do @echo %i | find /v \""#\"" | find /v \""console\"" || echo %j &gt; computers.txt &amp; @FOR /F %n in (computers.txt) DO @FOR /F \""tokens=1,2\"" %i in ('qwinsta /server:%n ^| findstr \""Active Disc\""') do @echo %i | find /v \""#\"" | find /v \""console\"" || echo %j &gt; usernames.txt C:\\Windows\\System32\\cmd.exe C:\\Windows\\System32\\cmd.exe SOCLAB\\snell ""Process Create:
RuleName: technique_id=T1059,technique_name=Command-Line Interface
UtcTime: 2025-07-05 13:02:35.232
ProcessGuid: {ff3427f9-226b-6869-9101-000000001500}
ProcessId: 8076
Image: C:\Windows\System32\cmd.exe
FileVersion: 10.0.26100.4202 (WinBuild.160101.0800)
Description: Windows Command Processor
Product: Microsoft® Windows® Operating System
Company: Microsoft Corporation
OriginalFileName: Cmd.Exe
CommandLine: cmd.exe  /C whoami 
CurrentDirectory: C:\Users\snell\AppData\Local\Temp\
User: SOCLAB\snell
LogonGuid: {ff3427f9-2071-6869-6f2f-080000000000}
LogonId: 0x82F6F
TerminalSessionId: 1
IntegrityLevel: High
Hashes: SHA1=09C438B2B740E73B9BCBA70AF4B8CC10A31B4EEE,MD5=59A3F41DD84517FCF809BD65FFF5E721,SHA256=AE4943E5F3F763688E10601F090B4CAE3CE19F0B427007884B40D27D7FB9274D,IMPHASH=ED799256EDA047E9421AD70A5FE3ACD6
ParentProcessGuid: {ff3427f9-226b-6869-8f01-000000001500}
ParentProcessId: 9176
ParentImage: C:\Windows\System32\cmd.exe
ParentCommandLine: ""cmd.exe"" /c cmd.exe /C whoami & wmic useraccount get /ALL & quser /SERVER:""localhost"" & quser & qwinsta.exe /server:localhost & qwinsta.exe & for /F ""tokens=1,2"" %i in ('qwinsta /server:localhost ^| findstr ""Active Disc""') do @echo %i | find /v ""#"" | find /v ""console"" || echo %j > computers.txt & @FOR /F %n in (computers.txt) DO @FOR /F ""tokens=1,2"" %i in ('qwinsta /server:%n ^| findstr ""Active Disc""') do @echo %i | find /v ""#"" | find /v ""console"" || echo %j > usernames.txt
ParentUser: SOCLAB\snell"" INFORMATION Microsoft-Windows-Sysmon Microsoft-Windows-Sysmon/Operational EventChannel",1,TP
Suricata: Alert - POSSBL PORT SCAN (NMAP -sS) 3 Low Suricata: Alert - POSSBL PORT SCAN (NMAP -sS) 86601 ids suricata json Suricata /var/log/suricata/eve.json,1,TP
"Suspicious Windows cmd shell execution 3 Low Suspicious Windows cmd shell execution 92032 sysmon sysmon_eid1_detections windows windows_eventchannel Win11Client find  /v \""#\"" \""cmd.exe\"" /c cmd.exe /C whoami &amp; wmic useraccount get /ALL &amp; quser /SERVER:\""localhost\"" &amp; quser &amp; qwinsta.exe /server:localhost &amp; qwinsta.exe &amp; for /F \""tokens=1,2\"" %i in ('qwinsta /server:localhost ^| findstr \""Active Disc\""') do @echo %i | find /v \""#\"" | find /v \""console\"" || echo %j &gt; computers.txt &amp; @FOR /F %n in (computers.txt) DO @FOR /F \""tokens=1,2\"" %i in ('qwinsta /server:%n ^| findstr \""Active Disc\""') do @echo %i | find /v \""#\"" | find /v \""console\"" || echo %j &gt; usernames.txt C:\\Windows\\System32\\find.exe C:\\Windows\\System32\\cmd.exe SOCLAB\\snell ""Process Create:
RuleName: technique_id=T1059,technique_name=Command-Line Interface
UtcTime: 2025-07-05 13:02:57.748
ProcessGuid: {ff3427f9-2281-6869-9c01-000000001500}
ProcessId: 7320
Image: C:\Windows\System32\find.exe
FileVersion: 10.0.26100.1 (WinBuild.160101.0800)
Description: Find String (grep) Utility
Product: Microsoft® Windows® Operating System
Company: Microsoft Corporation
OriginalFileName: FIND.EXE
CommandLine: find  /v ""#"" 
CurrentDirectory: C:\Users\snell\AppData\Local\Temp\
User: SOCLAB\snell
LogonGuid: {ff3427f9-2071-6869-6f2f-080000000000}
LogonId: 0x82F6F
TerminalSessionId: 1
IntegrityLevel: High
Hashes: SHA1=92ADFE3440739BFB92E9866D2ED050E5D20BE198,MD5=21AF9D1389428FB7DE154C11ADCAC954,SHA256=CF9CC5A552DE280750B36743E80C33381E59D5EC8AA65A2DCFDD6A34198799BC,IMPHASH=7EF15CE1238ABC9D0468CB4D7C10B6F3
ParentProcessGuid: {ff3427f9-226b-6869-8f01-000000001500}
ParentProcessId: 9176
ParentImage: C:\Windows\System32\cmd.exe
ParentCommandLine: ""cmd.exe"" /c cmd.exe /C whoami & wmic useraccount get /ALL & quser /SERVER:""localhost"" & quser & qwinsta.exe /server:localhost & qwinsta.exe & for /F ""tokens=1,2"" %i in ('qwinsta /server:localhost ^| findstr ""Active Disc""') do @echo %i | find /v ""#"" | find /v ""console"" || echo %j > computers.txt & @FOR /F %n in (computers.txt) DO @FOR /F ""tokens=1,2"" %i in ('qwinsta /server:%n ^| findstr ""Active Disc""') do @echo %i | find /v ""#"" | find /v ""console"" || echo %j > usernames.txt
ParentUser: SOCLAB\snell"" INFORMATION Microsoft-Windows-Sysmon Microsoft-Windows-Sysmon/Operational EventChannel",1,TP
"Windows User Logoff 3 Low Windows User Logoff 60137 windows windows_security windows_eventchannel WinSrv2019 ""An account was logged off.

Subject:
	Security ID:		S-1-5-21-3023907177-3273552708-540821291-1107
	Account Name:		snell
	Account Domain:		SOCLAB
	Logon ID:		0x9E5194

Logon Type:			3

This event is generated when a logon session is destroyed. It may be positively correlated with a logon event using the Logon ID value. Logon IDs are only unique between reboots on the same computer."" AUDIT_SUCCESS Microsoft-Windows-Security-Auditing Security EventChannel",0,FP
"SQL injection attempt. 6 Low SQL injection attempt. 31164 web accesslog attack sqlinjection attack web-accesslog Linux-Server 10.0.2.14 - - [04/Jul/2025:21:23:07 +0000] ""GET /DVWA/vulnerabilities/sqli/?id=%27+or+1%3D1%23&Submit=Submit&user_token=d4eb64c9b84265fa1a696e43b957a44c HTTP/1.1"" 200 1842 ""http://10.0.2.9/DVWA/vulnerabilities/sqli/?id=1&Submit=Submit&user_token=b922d45d08bcb54463ee09c63d492669"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36 Edg/138.0.0.0"" /var/log/apache2/access.log",1,TP
"Suspicious Windows cmd shell execution 3 Low Suspicious Windows cmd shell execution 92032 sysmon sysmon_eid1_detections windows windows_eventchannel Win11Client hostname cmd.exe  /Q /c hostname C:\\Windows\\System32\\HOSTNAME.EXE C:\\Windows\\System32\\cmd.exe SOCLAB\\snell ""Process Create:
RuleName: technique_id=T1059,technique_name=Command-Line Interface
UtcTime: 2025-07-06 13:51:16.231
ProcessGuid: {ff3427f9-7f54-686a-1006-000000001600}
ProcessId: 6328
Image: C:\Windows\System32\HOSTNAME.EXE
FileVersion: 10.0.26100.2161 (WinBuild.160101.0800)
Description: Hostname APP
Product: Microsoft® Windows® Operating System
Company: Microsoft Corporation
OriginalFileName: hostname.exe
CommandLine: hostname  
CurrentDirectory: C:\Users\snell\AppData\Local\Temp\
User: SOCLAB\snell
LogonGuid: {ff3427f9-5f92-686a-d1e8-3b0200000000}
LogonId: 0x23BE8D1
TerminalSessionId: 2
IntegrityLevel: High
Hashes: SHA1=4BD0421A6428638B02F19F69BDA6AB9A4C18755B,MD5=0411E7CFE0D452AFE541C1EA45033168,SHA256=8FF283FB7A282A9B2B30235016669DFE795665BCBB254FD17AC31FA9308D89D9,IMPHASH=8CB84C534505B1E47EF25FA2CD9A16BB
ParentProcessGuid: {ff3427f9-7f54-686a-0f06-000000001600}
ParentProcessId: 3964
ParentImage: C:\Windows\System32\cmd.exe
ParentCommandLine: cmd.exe  /Q /c hostname 
ParentUser: SOCLAB\snell"" INFORMATION Microsoft-Windows-Sysmon Microsoft-Windows-Sysmon/Operational EventChannel",1,TP
sshd: Attempt to login using a non-existent user 5 Low sshd: Attempt to login using a non-existent user 5710 syslog sshd authentication_failed invalid_login sshd Suricata Jul 07 20:28:55 Suricata sshd[2175]: Failed password for invalid user top-usernames-shortlist.txt from 10.0.2.8 port 39004 ssh2 journald,1,TP
"File added to the system. 5 Low File added to the system. 554 ossec syscheck syscheck_entry_added syscheck_file syscheck_new_entry Linux-Server File '/home/vboxuser/test.txt' added
Mode: realtime
 syscheck",0,FP
"IIS NetworkCleartext Logon Success 3 Low IIS NetworkCleartext Logon Success 60200 windows windows_security windows_eventchannel WinSrv2019 ""An account was successfully logged on.

Subject:
	Security ID:		S-1-5-18
	Account Name:		WINSRV2019$
	Account Domain:		SOCLAB
	Logon ID:		0x3E7

Logon Information:
	Logon Type:		8
	Restricted Admin Mode:	-
	Virtual Account:		No
	Elevated Token:		Yes

Impersonation Level:		Impersonation

New Logon:
	Security ID:		S-1-5-21-3023907177-3273552708-540821291-1000
	Account Name:		vboxuser
	Account Domain:		SOCLAB
	Logon ID:		0xA11D15
	Linked Logon ID:		0x0
	Network Account Name:	-
	Network Account Domain:	-
	Logon GUID:		{f23248c3-b3ed-f3fb-4c9a-b2234f75a70c}

Process Information:
	Process ID:		0x500
	Process Name:		C:\Windows\System32\OpenSSH\sshd.exe

Network Information:
	Workstation Name:	WINSRV2019
	Source Network Address:	-
	Source Port:		-

Detailed Authentication Information:
	Logon Process:		Advapi  
	Authentication Package:	Negotiate
	Transited Services:	-
	Package Name (NTLM only):	-
	Key Length:		0

This event is generated when a logon session is created. It is generated on the computer that was accessed.

The subject fields indicate the account on the local system which requested the logon. This is most commonly a service such as the Server service, or a local process such as Winlogon.exe or Services.exe.

The logon type field indicates the kind of logon that occurred. The most common types are 2 (interactive) and 3 (network).

The New Logon fields indicate the account for whom the new logon was created, i.e. the account that was logged on.

The network fields indicate where a remote logon request originated. Workstation name is not always available and may be left blank in some cases.

The impersonation level field indicates the extent to which a process in the logon session can impersonate.

The authentication information fields provide detailed information about this specific logon request.
	- Logon GUID is a unique identifier that can be used to correlate this event with a KDC event.
	- Transited services indicate which intermediate services have participated in this logon request.
	- Package name indicates which sub-protocol was used among the NTLM protocols.
	- Key length indicates the length of the generated session key. This will be 0 if no session key was requested."" AUDIT_SUCCESS Microsoft-Windows-Security-Auditing Security EventChannel",0,FP
"A web attack returned code 200 (success). 6 Low A web attack returned code 200 (success). 31106 web accesslog attack web-accesslog Linux-Server 10.0.2.14 - - [04/Jul/2025:21:23:28 +0000] ""GET /DVWA/vulnerabilities/sqli/?id=+%27+union+select+table_name%2Cnull+from+information_schema.tables%23&Submit=Submit&user_token=45d502c959d23a1f39dbdeecb40b3ad0 HTTP/1.1"" 200 1845 ""http://10.0.2.9/DVWA/vulnerabilities/sqli/?id=%27+or+1%3D1&Submit=Submit&user_token=da59db29379faf3476dc05aaaea53f0f"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36 Edg/138.0.0.0"" /var/log/apache2/access.log",1,TP
